Branch
BusNumFrom,BusNumTo,R,X,B,LimitMVAA,LimitMVAB,LimitMVAC,Tap,Phase,Status,Circuit
536,1574,0.000020,0.000130,0.000960,260.999990,561.999989,440.000010,1.000000,0.000000,Closed,1
536,757,0.000020,0.000110,0.000840,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
536,546,0.003030,0.015170,0.114960,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,2
536,546,0.003030,0.015170,0.114970,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
536,757,0.000020,0.000100,0.000780,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,2
536,757,0.000020,0.000100,0.000790,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,3
537,781,0.009270,0.038340,0.006350,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
537,771,0.006950,0.028740,0.004760,200.000000,555.999994,209.999990,1.000000,0.000000,Closed,1
537,538,0.006770,0.027980,0.004630,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
538,781,0.009020,0.037310,0.006180,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
539,540,0.008000,0.021200,0.000240,76.999998,99.000001,107.000005,1.000000,0.000000,Closed,1
539,758,0.017610,0.040030,0.000780,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
540,541,0.001000,0.068000,0.000000,232.999992,232.999992,344.000006,1.000000,0.000000,Closed,1
542,781,0.008400,0.034730,0.005750,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
543,781,0.013650,0.056430,0.009340,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
546,1518,0.000460,0.002290,0.017360,360.999990,360.999990,380.999994,1.000000,0.000000,Closed,1
547,897,0.000280,0.004320,0.111620,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
547,897,0.000280,0.004300,0.111210,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,3
547,594,0.000280,0.004290,0.110900,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,3
547,897,0.000280,0.004240,0.109510,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
547,594,0.000280,0.004300,0.111250,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,5W
547,594,0.000280,0.004300,0.111250,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,4
547,897,0.000280,0.004300,0.111210,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,5W
547,900,0.000600,0.009190,0.237570,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
547,900,0.000600,0.009190,0.237570,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2W
547,594,0.000280,0.004250,0.109810,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
547,594,0.000280,0.004250,0.109810,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
547,897,0.000280,0.004300,0.111210,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,4W
549,737,0.035510,0.089000,0.001580,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,1
549,737,0.035510,0.089000,0.001580,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,2
549,739,0.062540,0.142170,0.002780,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
549,739,0.062540,0.142170,0.002780,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,2
550,1164,0.002320,0.011590,0.087780,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
550,1164,0.002320,0.011600,0.087860,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,2
550,1489,0.003020,0.108640,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,1
550,1170,0.001040,0.005200,0.039370,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
550,1165,0.002610,0.013040,0.098790,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,2
550,1489,0.003020,0.108640,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,2
550,1165,0.002610,0.013040,0.098790,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
551,1539,0.012230,0.027810,0.000540,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
551,1539,0.012340,0.028050,0.000550,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,2
552,1490,0.003020,0.108640,0.000000,125.000000,145.000005,170.000005,1.000000,0.000000,Closed,1
552,608,0.001770,0.008850,0.067020,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,2
552,608,0.001780,0.008890,0.067320,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
553,842,0.000180,0.001000,0.030500,400.000000,561.999989,480.000019,1.000000,0.000000,Closed,2
553,842,0.000100,0.001000,0.030000,400.000000,561.999989,480.000019,1.000000,0.000000,Closed,1
554,608,0.001990,0.009940,0.075340,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
554,555,0.002030,0.010130,0.076720,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
554,1491,0.003020,0.108640,0.000000,125.000000,145.000005,170.000005,1.000000,0.000000,Closed,1
554,1164,0.001430,0.007120,0.053980,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,3
554,1164,0.001440,0.007190,0.054470,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
554,1164,0.001430,0.007120,0.053980,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,2
555,608,0.000070,0.000370,0.002830,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
555,1492,0.003020,0.108640,0.000000,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
556,629,0.000570,0.002850,0.021600,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,1
556,629,0.000570,0.002850,0.021600,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,2
556,597,0.000080,0.000420,0.003220,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,1
557,1493,0.001200,0.055000,0.000000,1292.000008,1347.000027,1394.999981,1.000000,0.000000,Closed,3
557,1493,0.001200,0.055000,0.000000,1292.000008,1347.000027,1394.999981,1.000000,0.000000,Closed,2
557,1493,0.001200,0.055000,0.000000,1292.000008,1347.000027,1394.999981,1.000000,0.000000,Closed,1
557,79,0.000120,0.002300,0.050000,1200.000000,1200.000000,1200.000000,1.000000,0.000000,Closed,1
557,79,0.000120,0.002300,0.050000,1200.000000,1200.000000,1200.000000,1.000000,0.000000,Closed,2
560,1494,0.001060,0.057400,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,2
560,1494,0.001060,0.057400,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,3
560,593,0.000460,0.006970,0.180220,1200.000000,2454.000092,1804.000092,1.000000,0.000000,Closed,1
560,1494,0.001060,0.057400,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,1
561,587,0.027100,0.061620,0.001200,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
561,598,0.022660,0.051510,0.001010,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,1
561,567,0.023380,0.053140,0.001040,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
564,1540,0.006910,0.015710,0.000310,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
565,1525,0.000230,0.001140,0.008660,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
565,1401,0.002290,0.011430,0.086610,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,N
567,588,0.011660,0.026510,0.000520,250.000000,250.000000,275.000000,1.000000,0.000000,Closed,1
567,588,0.011660,0.026510,0.000520,250.000000,250.000000,275.000000,1.000000,0.000000,Closed,2
567,1497,0.009190,0.020900,0.000410,250.000000,250.000000,325.000000,1.000000,0.000000,Closed,1
567,1497,0.009190,0.020900,0.000410,250.000000,250.000000,325.000000,1.000000,0.000000,Closed,2
568,841,0.014720,0.033470,0.000650,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
568,591,0.013120,0.029820,0.000580,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
569,592,0.011080,0.025200,0.000490,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,1
569,591,0.007600,0.017270,0.000340,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,2
569,591,0.007600,0.017270,0.000340,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
570,1506,0.028180,0.064070,0.001250,200.000000,125.000000,200.000000,1.000000,0.000000,Closed,2
570,1506,0.028180,0.064070,0.001250,200.000000,125.000000,200.000000,1.000000,0.000000,Closed,1
571,1531,0.002080,0.016730,0.063820,900.000000,900.000000,1000.000000,1.000000,0.000000,Closed,1
571,1531,0.002080,0.016730,0.063820,900.000000,900.000000,1000.000000,1.000000,0.000000,Closed,2
571,1129,0.001810,0.125000,0.055590,935.999966,935.999966,935.999966,1.000000,0.000000,Closed,2W
571,1528,0.001810,0.014570,0.055590,935.999966,935.999966,935.999966,1.000000,0.000000,Closed,1
572,1160,0.000490,0.002450,0.018580,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
577,578,0.001340,0.003060,0.000060,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
578,846,0.008490,0.019300,0.000380,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
580,1496,0.000010,0.033560,0.000000,775.000000,775.000000,775.000000,1.000000,0.000000,Closed,2
580,1496,0.000010,0.033560,0.000000,775.000000,775.000000,775.000000,1.000000,0.000000,Closed,1
580,1496,0.000010,0.033560,0.000000,775.000000,775.000000,775.000000,1.000000,0.000000,Closed,3W
580,1496,0.000010,0.033560,0.000000,775.000000,775.000000,775.000000,1.000000,0.000000,Closed,4W
580,1499,0.000060,0.000890,0.022910,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
580,1495,0.001060,0.057400,0.000000,450.000000,450.000000,450.000000,1.025000,0.000000,Closed,2W
580,589,0.000120,0.001820,0.047060,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
580,589,0.000120,0.001820,0.047070,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
580,589,0.000120,0.001820,0.047070,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,3W
580,589,0.000120,0.001820,0.047070,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,4W
580,1495,0.001060,0.057400,0.000000,450.000000,450.000000,450.000000,1.000000,0.000000,Closed,1
581,582,0.040930,0.093060,0.001820,300.000000,300.000000,300.000000,1.000000,0.000000,Closed,1
581,840,0.043740,0.099440,0.001940,300.000000,300.000000,300.000000,1.000000,0.000000,Closed,1
582,583,0.010110,0.022990,0.000450,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,1
584,840,0.012010,0.027300,0.000530,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
584,1523,0.028640,0.065110,0.001270,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
584,1498,0.032440,0.073750,0.001440,300.000000,300.000000,300.000000,1.000000,0.000000,Closed,1
585,586,0.018780,0.042680,0.000830,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
586,598,0.025550,0.058080,0.001140,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
587,625,0.017560,0.039930,0.000780,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
589,594,0.000730,0.011090,0.286740,1500.000000,2454.000092,1804.000092,1.000000,0.000000,Closed,1
589,594,0.000730,0.011090,0.286740,1500.000000,2454.000092,1804.000092,1.000000,0.000000,Closed,2
589,1497,0.001060,0.057400,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,1
589,1497,0.001060,0.057400,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,2
590,1499,0.000000,0.000010,0.000000,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
590,1498,0.001060,0.057400,0.000000,359.999990,359.999990,400.000000,1.000000,0.000000,Closed,1
591,843,0.013930,0.031660,0.000620,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,2
591,843,0.013930,0.031660,0.000620,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,1
592,840,0.044160,0.100390,0.001960,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
593,1500,0.001060,0.057400,0.000000,259.999990,290.000010,345.000005,1.000000,0.000000,Closed,1
593,898,0.000530,0.008140,0.210320,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
593,898,0.000530,0.008120,0.210000,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
593,1501,0.001330,0.057100,0.000000,850.000000,850.000000,850.000000,1.000000,0.000000,Closed,1W
593,1500,0.001060,0.057400,0.000000,259.999990,290.000010,345.000005,1.000000,0.000000,Closed,2
593,1501,0.001330,0.057100,0.000000,850.000000,850.000000,850.000000,1.000000,0.000000,Closed,2
593,1501,0.001330,0.057100,0.000000,850.000000,850.000000,850.000000,1.000000,0.000000,Closed,2W
593,1501,0.001330,0.057100,0.000000,850.000000,850.000000,850.000000,1.000000,0.000000,Closed,1
593,594,0.000040,0.000550,0.014260,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,4
593,594,0.000050,0.000820,0.021110,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
593,594,0.000040,0.000550,0.014320,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
593,594,0.000050,0.000700,0.018010,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,3
594,1502,0.001240,0.066900,0.000000,700.000000,700.000000,700.000000,1.000000,0.000000,Closed,2
594,1502,0.001240,0.066900,0.000000,700.000000,700.000000,700.000000,1.000000,0.000000,Closed,1
594,1502,0.001240,0.066900,0.000000,700.000000,700.000000,700.000000,1.000000,0.000000,Closed,3
594,1502,0.001240,0.066900,0.000000,700.000000,700.000000,700.000000,1.000000,0.000000,Closed,4W
595,600,0.000710,0.003570,0.027040,384.999990,400.000000,432.000017,1.000000,0.000000,Closed,1
595,1493,0.000230,0.001140,0.008640,366.000009,400.000000,432.000017,1.000000,0.000000,Closed,1
595,1457,0.000200,0.001000,0.007450,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,1
595,600,0.000710,0.003570,0.027040,384.999990,400.000000,432.000017,1.000000,0.000000,Closed,3
595,600,0.000710,0.003570,0.027040,384.999990,400.000000,432.000017,1.000000,0.000000,Closed,2
595,556,0.000150,0.000770,0.005830,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,2
595,556,0.000150,0.000770,0.005830,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,1
596,1502,0.001530,0.007670,0.058120,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,3
596,1502,0.001530,0.007670,0.058120,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,2
596,1502,0.001530,0.007670,0.058120,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,4W
596,1503,0.003020,0.108640,0.000000,209.999990,209.999990,209.999990,1.000000,0.000000,Closed,1
596,1503,0.003020,0.108640,0.000000,209.999990,209.999990,209.999990,1.000000,0.000000,Closed,2
596,1502,0.001530,0.007670,0.058120,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,1
596,599,0.000010,0.000040,0.000320,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,1
596,599,0.000010,0.000040,0.000320,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,2
597,1457,0.000110,0.000530,0.004040,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,3
597,1457,0.000110,0.000530,0.004040,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,2
597,1457,0.000110,0.000530,0.004040,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,1
597,1456,0.000120,0.000610,0.004650,561.999989,561.999989,561.999989,1.000000,0.000000,Closed,1
599,600,0.000410,0.002060,0.015610,565.000010,565.000010,565.000010,1.000000,0.000000,Closed,1
601,628,0.000850,0.004230,0.032070,310.999990,310.999990,310.999990,1.000000,0.000000,Closed,2
601,628,0.000850,0.004230,0.032070,310.999990,310.999990,310.999990,1.000000,0.000000,Closed,3
601,628,0.000850,0.004230,0.032070,310.999990,310.999990,310.999990,1.000000,0.000000,Closed,W
601,628,0.000850,0.004230,0.032070,310.999990,310.999990,310.999990,1.000000,0.000000,Closed,1
602,1491,0.008120,0.018460,0.000360,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
603,611,0.001420,0.003230,0.000060,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
603,605,0.025970,0.059030,0.001150,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
603,611,0.001420,0.003230,0.000060,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,2
603,612,0.000370,0.000840,0.000020,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
603,1150,0.036140,0.082150,0.001610,123.000002,123.000002,123.000002,1.000000,0.000000,Closed,1
603,604,0.022660,0.051520,0.001010,189.999998,189.999998,189.999998,1.000000,0.000000,Closed,3
603,604,0.022660,0.051520,0.001010,189.999998,189.999998,189.999998,1.000000,0.000000,Closed,1
603,604,0.022660,0.051520,0.001010,189.999998,189.999998,189.999998,1.000000,0.000000,Closed,2
604,609,0.020020,0.045520,0.000890,189.999998,189.999998,189.999998,1.000000,0.000000,Closed,2
604,609,0.020020,0.045520,0.000890,189.999998,189.999998,189.999998,1.000000,0.000000,Closed,3
604,609,0.020020,0.045520,0.000890,189.999998,189.999998,189.999998,1.000000,0.000000,Closed,1
605,1504,0.079120,0.179870,0.003520,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
606,607,0.047900,0.108900,0.002130,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,1
606,1163,0.040130,0.091220,0.001780,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,1
607,1539,0.017890,0.040670,0.000800,200.000000,250.000000,200.000000,1.000000,0.000000,Closed,1
608,1504,0.003020,0.108640,0.000000,170.000005,170.000005,170.000005,1.000000,0.000000,Closed,1
608,619,0.000510,0.002570,0.019500,260.999990,561.999989,432.000017,1.000000,0.000000,Closed,1
610,611,0.002420,0.005500,0.000110,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
613,846,0.001030,0.002330,0.000050,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
613,577,0.011250,0.025580,0.000500,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
614,837,0.019140,0.043520,0.000850,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
614,837,0.018800,0.042740,0.000840,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,2
614,1541,0.032600,0.074120,0.001450,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,2
614,1541,0.029430,0.066910,0.001310,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
614,615,0.044510,0.101180,0.001980,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
614,618,0.020930,0.047580,0.000930,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
615,617,0.029650,0.067400,0.001320,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
615,836,0.019830,0.045090,0.000880,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
616,1505,0.042640,0.096930,0.001890,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
616,617,0.020360,0.046280,0.000900,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
618,1505,0.051980,0.118170,0.002310,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
619,1505,0.003020,0.108640,0.000000,125.000000,145.000005,170.000005,1.000000,0.000000,Closed,1
620,626,0.000420,0.000950,0.000020,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,2
620,995,0.009030,0.020520,0.000400,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,2
620,995,0.009030,0.020520,0.000400,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
620,626,0.000420,0.000950,0.000020,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
620,625,0.009150,0.020810,0.000410,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
621,623,0.018810,0.042750,0.000840,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,2
621,626,0.028080,0.063840,0.001250,300.000000,300.000000,300.000000,1.000000,0.000000,Closed,1
621,627,0.000250,0.000570,0.000010,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
621,623,0.018810,0.042750,0.000840,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
622,997,0.026860,0.061050,0.001190,175.000000,175.000000,175.000000,1.000000,0.000000,Closed,2
622,997,0.026860,0.061050,0.001190,175.000000,175.000000,175.000000,1.000000,0.000000,Closed,1
622,624,0.011370,0.025850,0.000510,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
622,570,0.020830,0.047360,0.000930,225.000000,225.000000,225.000000,1.000000,0.000000,Closed,2
622,570,0.020830,0.047360,0.000930,225.000000,225.000000,225.000000,1.000000,0.000000,Closed,1
623,1506,0.080000,0.150000,0.002500,123.000002,250.000000,123.000002,1.000000,0.000000,Closed,1
624,623,0.027100,0.061600,0.001200,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,2
624,623,0.027100,0.061600,0.001200,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
626,1506,0.055620,0.126450,0.002470,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,2
626,1506,0.055620,0.126450,0.002470,250.000000,250.000000,250.000000,1.000000,0.000000,Closed,1
628,1506,0.003020,0.108640,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,1
629,1133,0.000120,0.000590,0.004500,356.999993,561.999989,561.999989,1.000000,0.000000,Closed,3
629,1133,0.000120,0.000590,0.004500,356.999993,561.999989,561.999989,1.000000,0.000000,Closed,2
629,1133,0.000120,0.000590,0.004500,356.999993,561.999989,561.999989,1.000000,0.000000,Closed,1
630,1507,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
631,863,0.009290,0.038400,0.006360,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
631,704,0.016810,0.069530,0.011510,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
631,634,0.000070,0.000310,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
635,6,0.003610,0.014940,0.002470,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
635,632,0.006080,0.025140,0.004160,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
635,513,0.004240,0.017540,0.002900,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
637,630,0.004320,0.034740,0.132560,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
637,1508,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
638,767,0.042370,0.096320,0.001880,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
641,667,0.002430,0.005530,0.000110,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
641,1509,0.072360,0.164510,0.003220,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
641,782,0.064070,0.145660,0.002850,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
642,643,0.002860,0.011830,0.001960,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
642,1510,0.006500,0.026860,0.004450,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
644,1510,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
644,1509,0.001060,0.057400,0.000000,259.999990,290.000010,345.000005,1.000000,0.000000,Closed,1
645,646,0.010050,0.041550,0.006880,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
646,643,0.006850,0.028310,0.004690,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
647,1511,0.003200,0.164400,0.000000,125.000000,145.000005,170.000005,1.000000,0.000000,Closed,1
647,648,0.008440,0.034920,0.005780,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
647,771,0.009740,0.040290,0.006670,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
649,9,0.014720,0.060870,0.010080,555.999994,555.999994,555.999994,1.000000,0.000000,Closed,2
649,9,0.014720,0.060870,0.010080,555.999994,555.999994,555.999994,1.000000,0.000000,Closed,1
649,1512,0.003200,0.164400,0.000000,170.000005,170.000005,170.000005,1.000000,0.000000,Closed,1
649,648,0.001610,0.006640,0.001100,185.000002,555.999994,209.999990,1.000000,0.000000,Closed,1
651,817,0.001160,0.017760,0.459210,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
651,818,0.001150,0.017590,0.454720,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
651,818,0.001150,0.017590,0.454720,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
651,858,0.000350,0.005270,0.136110,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
651,858,0.000350,0.005270,0.136120,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
651,902,0.000810,0.012370,0.319720,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
651,902,0.000810,0.012370,0.319710,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
651,817,0.001160,0.017760,0.459210,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
652,855,0.003340,0.013810,0.002290,216.000009,216.000009,259.999990,1.000000,0.000000,Closed,1
654,821,0.031700,0.072060,0.001410,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
654,639,0.049820,0.113260,0.002210,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
654,640,0.002730,0.006210,0.000120,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
655,667,0.031920,0.072560,0.001420,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
655,667,0.031890,0.072500,0.001420,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,2
655,639,0.049660,0.112890,0.002210,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
655,514,0.007800,0.017740,0.000350,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
656,521,0.000060,0.000240,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
656,657,0.012900,0.053350,0.008830,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
656,506,0.031550,0.130450,0.021600,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
657,660,0.010220,0.042250,0.007000,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
657,522,0.003320,0.013710,0.002270,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
658,522,0.003350,0.013870,0.002300,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
658,665,0.008500,0.035140,0.005820,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
658,1487,0.030480,0.126050,0.020870,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
659,512,0.032120,0.132810,0.021990,209.999990,555.999994,250.000000,1.000000,0.000000,Closed,2W
659,512,0.032120,0.132810,0.021990,221.000004,555.999994,244.000006,1.000000,0.000000,Closed,1
659,1487,0.020300,0.083920,0.013900,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
659,645,0.000120,0.000500,0.000080,300.000000,555.999994,300.000000,1.000000,0.000000,Closed,1
660,645,0.000140,0.000590,0.000100,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
660,1487,0.020280,0.083860,0.013890,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
661,650,0.000220,0.000500,0.000010,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
661,1512,0.013160,0.029920,0.000580,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,2
